Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Bongu, CS; Shafaut, T; Alsharaeh, EH",,,,"Bongu, Chandra Sekhar; Shafaut, Taghreed; Alsharaeh, Edreese H.",,,2D (Boron Nitride/Graphene/Molybdenum Disulfide) Composite-Modified Separator for High-Performance Li-S Batteries,ENERGY & FUELS,,,,,,,,,,,,"Lithium-sulfur (Li-S) batteries' high specific capacity and energy density make them among the most attractive electrochemical energy storage devices. Nevertheless, their practical applicability is greatly impeded by slow redox kinetics and the shuttle effect of polysulfides. It is expected that this study's separator modification technique will solve these problems. Here, a composite with two-dimensional (2D) materials (BN/MoS2/G) is used to reduce shuttle effects and increase the cyclability of the Li-S battery. The unique interlayer of the BN/MoS2/G (5:5) (B-G:M-5:5) composite on the separator shows remarkable electrolyte wetting capabilities with a large specific surface area, making it suitable for the complete adsorption of lithium polysulfides (LiPSs). Furthermore, the active sites of boron nitride and molybdenum sulfide can bind to LiPSs and catalyze their conversion, thus blocking their penetration. The cell assembled with the modified B-G:M-5:5 separator exhibits a high-rate capability and outstanding cycle stability with a capacity of 562 mAh g-1 at 5C over 500 cycles. B-G:M-5:5 separator also successfully suppresses the dissolution and shuttling of soluble LiPSs in Li-S batteries compared to the other two composites (B-G:M-1:9 and B-G:M-9:1)-modified separators. This research offers fresh perspectives on how Li-S batteries regulate electrochemical processes.",,,,,,,,,,,,,,,,,,,0887-0624,1520-5029,,,,2025 AUG 8,2025,,,,,,,,,,10.1021/acs.energyfuels.5c02545,http://dx.doi.org/10.1021/acs.energyfuels.5c02545,,AUG 2025,,,,,,,,,,,WOS:001546601800001,View Full Record in Web of Science
J,"Pagot, G; Garaga, MN; Vezzù, K; Itin, B; Greenbaum, SG; Di Noto, V",,,,"Pagot, Gioele; Garaga, Mounesha N.; Vezzu, Keti; Itin, Boris; Greenbaum, Steven G.; Di Noto, Vito",,,Unfolding the Network Structure of [Pyr14Cl/(BCl3)0.25]/(δ-MgCl2)x Ionic Liquid Using the BCl4- Probe,SMALL STRUCTURES,,,,,,,,,,,,"Magnesium batteries are emerging as a cutting-edge energy storage solution poised to revolutionize the battery industry. In this context, electrolytes play a pivotal role in the development of reliable and efficient devices. A family of new ionic liquid-based electrolytes is proposed for potential application in magnesium batteries. These electrolytes are synthesized through the reaction of 1-butyl-1-methylpyrrolidinium chloride (Pyr14Cl), boron trichloride, and varying amounts of delta-MgCl2. The thermal, structural, and coordination properties of the proposed electrolytes are studied using density functional theory calculations, high resolution thermogravimetry, modulated differential scanning calorimetry, and Fourier transform infrared investigations. For the first time, the structure and nature of interactions characterizing the anionic and cationic domains of ionic liquid electrolytes, as a function of delta-MgCl2 doping, are examined using BCl4- as a spectroscopic ion probe. These results are combined with features of electric response, as well as structural and local relaxation events investigated through broadband electrical spectroscopy and nuclear magnetic resonance studies, respectively, to elucidate the unique characteristics and conductivity mechanisms of the proposed materials. Finally, the reasonably high ionic conductivity of these electrolytes at room temperature makes these materials very promising for application in magnesium battery prototypes.",,,,,"Garaga, Mounesha/IUM-6149-2023; Di Noto, Vito/V-7843-2017; Pagot, Gioele/W-9000-2019",,,,,,,,,,,,,,,2688-4062,,,,2025 AUG 6,2025,,,,,,,,,,10.1002/sstr.202500157,http://dx.doi.org/10.1002/sstr.202500157,,AUG 2025,,,,,,,,,,,WOS:001544772700001,View Full Record in Web of Science
J,"Daniel, S; Kim, HC; Podilapu, AR",,,,"Daniel, Shantharaja; Kim, Hyun Chul; Podilapu, Atchutha Rao",,,Unveiling the Favorable Synergy of ZIF-9 and Borocarbonitride on rGO as a Bifunctional Electrocatalyst for Hydrogen and Oxygen Evolution Reactions in Alkaline Media,LANGMUIR,,,,,,,,,,,,"Exploitation of the reaction of hydrogen with oxygen as an energy source requires energy storage and conversion devices, such as metal-air batteries and fuel cells, which, in turn, require the development of low-cost materials with high electrocatalytic performance for hydrogen/oxygen evolution reactions (HER/OER).o develop highly efficient, bifunctional HER/OER electrocatalysts, the imidazole-substituted benzimidazole precursor 3 was used to synthesize a cobalt(II)-MOF (ZIF-9). Synthesized ZIF-9 was used as a sacrificial precursor, where the pyrolysis temperature and Co doping of the benzimidazole framework were tuned. Composites of ZIF-9 with boron carbon nitride (BCN) and graphene oxide (rGO) on carbon cloth (CC), denoted as ZIF-9 + BCN + rGO/CC, were prepared by varying the amounts of BCN and rGO in a ratio of 1:1, respectively, immobilized on the electrode surfaces. The nanocomposite catalysts were characterized using Fourier transform infrared spectroscopy, scanning electron microscopy, X-ray photoelectron spectroscopy, X-ray diffraction, thermogravimetric analysis, Brunauer-Emmett-Teller analysis, and Raman spectroscopy. The efficacy of the composite electrocatalysts as the working electrode for electrochemical water electrolysis via hydrogen and oxygen evolution reactions was evaluated by using spectroscopic and analytical techniques. The composite catalyst ZIF-9 + BCN + rGO/CC exhibited impressive performance, indicated by the overpotential, onset potential, and Tafel values in 1 M KOH electrolyte at a scan rate of 5 mV and overpotential of 10 mA cm-2. ZIF-9 + BCN + rGO/CC afforded eta 10 values of less than -222 mV (HER) and 374 mV (OER). The Tafel values were 39 mV/dec (HER) and 73 mV/dec (OER). The ZIF-9 + BCN + rGO/CC catalyst showed remarkable stability for approximately 50 h and was durable in basic media for both the hydrogen and oxygen evolution reactions. ZIF-9 + BCN + rGO/CC as a cathode and anode catalyst exhibited excellent performance in terms of overall electrocatalysis, superior to that of state-of-the-art catalysts.",,,,,"Daniel, Shantharaja/ABL-0397-2022",,,,,,,,,,,,,,0743-7463,1520-5827,,,,2025 JUL 31,2025,,,,,,,,,,10.1021/acs.langmuir.5c02189,http://dx.doi.org/10.1021/acs.langmuir.5c02189,,JUL 2025,,,,,,40739797,,,,,WOS:001541310400001,View Full Record in Web of Science
J,"Mapasha, RE; Fwalo, C; Igumbor, E; Hasan, SF; Hussain, T",,,,"Mapasha, R. E.; Fwalo, C.; Igumbor, E.; Hasan, S. F.; Hussain, T.",,,"First-principles study on the role of Ti, V, and Sc catalysts in enhancing the catalytic effects of boron oxide monolayer for efficient Lithium-selenium batteries",FLATCHEM,,,,,,,,,,,,"Ongoing research on lithium-selenium batteries (LiSeB) aims to overcome setbacks caused by shuttle effects by exploring various cathode additive materials, with a particular focus on 2D materials. These materials are gaining popularity because of their unique properties, such as large surface areas, ballistic electronic transport, mechanical strength, and anisotropy, making them promising candidates for cathode additives in LiSeB. In this study, density functional theory (DFT) was used to investigate the interaction of lithium polyselenides (specifically Li2Sex where x = 1, 2, 4, 6, and 8, as well as Se8) on recently synthesized boron monoxide monolayer (BO). We investigated the influence of Li2Sex and Se8 on BO, focusing on the adsorption energy, the charge density distribution, Gibbs free energy changes, and the metallic characteristics for efficient LiSeB. The results showed that the adsorption energies of these Li2Sex and Se8 on pristine BO are relatively weak, ranging from-0.25 to-1.43 eV. In contrast, doping BO with scandium (Sc) significantly increased the adsorption energies, ranging from-2.65 to-3.74 eV, indicating a notable enhancement compared to other single-atom catalysts (SACs). The strong adsorption energy of Sc-doped BO suggested an improved ability to prevent the dissociation of Li2Sex and Se8 in the electrolyte, which is critical to address the notorious shuttle effects. Charge density distribution analyses further supported the presence of electronic interactions between the substrate and the adsorbed Li2Sex and Se8 via Sc catalysts, as evidenced by charge transfer from the adsorbate to the substrate. Furthermore, the investigation of Gibbs free energies revealed low charge, discharge, and overpotential values (0.1 V for pristine BO and 1.53 V for Sc-doped BO). The Sc-doped BO structure exhibited significantly enhanced metallic characteristics after adsorption of Li2Se and Li2Se4. Furthermore, the low diffusion (1.56 eV) and dissociation (1.72 eV) energy barriers for stable Li2Se on Sc-doped BO suggested the material's potential to improve electrochemical processes and enable higher charging rates in LiSeB. Ultimately, while pristine BO alone may not effectively address the challenges associated with LiSeB, doping it with Sc substantially enhances its properties as a cathode additive.",,,,,,,,,,,,,,,,,,,2452-2627,,,,,SEP,2025,53,,,,,,,,100918,10.1016/j.flatc.2025.100918,http://dx.doi.org/10.1016/j.flatc.2025.100918,,JUL 2025,,,,,,,,,,,WOS:001544644200001,View Full Record in Web of Science
J,"Sarma, H; Puelles, JS; Joby, SK; Somers, A; Forsyth, M; Rowlands, S; Yu, BZ; Bayley, PM; Chen, FF; O'Dell, LA",,,,"Sarma, Hridip; Puelles, Jhonatan S.; Joby, Shebin K.; Somers, Anthony; Forsyth, Maria; Rowlands, Steve; Yu, Baozhi; Bayley, Paul M.; Chen, Fangfang; O'Dell, Luke A.",,,Adsorption of Fluorinated Ether Electrolyte Solvent Molecules on Boron Nitride Nanosheets Studied by Solid-State NMR and Computational Methods,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,,,,,,,,,,,,"Boron nitride has recently been shown to play advantageous roles in lithium battery performance through its use as an electrolyte additive. However, its interactions with the electrolyte species remain poorly understood. In this work, a combination of solid-state nuclear magnetic resonance (NMR) spectroscopy and computational simulations has been used to probe the adsorption of a fluorinated electrolyte solvent molecule onto the surface of boron nitride nanosheets. 19F magic angle spinning NMR spectra obtained from a sample of BN nanosheets wetted with a 1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether (TTE)-based electrolyte show asymmetric peak shapes that stem from ring current effects arising from the aromatic nature of the BN sheets, which, along with computational analysis, provide information on the orientation of this solvent molecule when adsorbed on the BN surface.",,,,,"Yu, Baozhi/IST-9330-2023; Forsyth, Maria/ABH-8102-2020; Bayley, Paul/E-8569-2011; Chen, Fangfang/V-6406-2019; O'Dell, Luke/I-2569-2013",,,,,,,,,,,,,,1948-7185,,,,,AUG 7,2025,16,31,,,,,7968,7975,,10.1021/acs.jpclett.5c01962,http://dx.doi.org/10.1021/acs.jpclett.5c01962,,JUL 2025,,,,,,40730456,,,,,WOS:001540718000001,View Full Record in Web of Science
J,"Yang, ZX; Ye, YN; Meng, N; Lian, F",,,,"Yang, Zhaoxia; Ye, Yuning; Meng, Nan; Lian, Fang",,,Adaptive 3D Cross-Linked Single-Ion Conducting Polymer Electrolytes Enable Powerful Interface for Solid State Batteries,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,,,,,,,,,,,,"Single-ion conducting polymer electrolytes (SICPEs) are designed by covalently bonding anions to the polymers, which is attractive for mitigating anion aggregation-derived polarization. However, one major challenge for developing SICPEs with higher ambient ionic conductivity comes at the expense of structural robustness. Here, boron ion-centered lithium salt (LiT4PAB) with symmetric cross structure and terminal functional C & boxH;C was proposed as a units, and then 3D coordination electrolyte (LiPHB) was constructed via chemical cross-linking of LiT4PAB with poly(vinylidene fluoride-co-hexafluoropropylene) (PVDF-HFP). The boron ion-centered units catenated by single bonds show the abundant conformation transitions, enabling the deformable architecture of LiPHB with the aid of electrostatic interactions of diphenylsulfonimide. Therefore, LiPHB undergoes adaptive deformation when subjected to impact, achieving good ductility with elastic moduli of 1.4 GPa and a maximum elongation of 447.4%. Moreover, LiPHB demonstrates 3D single lithium-ion transport channels to guide the homogeneous lithium deposition. As a results, lithium symmetric cells exhibit stable plating/stripping cycle for over 1500 h at 0.1 mA cm-2 at 30 degrees C. Li/LiPHB SICPEs/NCM811 solid-state batteries deliver a capacity retention of 90.3% in 150 cycles at 30 degrees C and 0.2 C. Our study shed light on the design strategies of the dynamic single-ion conducting polymer electrolytes for solid-state batteries.",,,,,"孟, 楠/AAZ-6496-2020; Lian, Fang/X-5381-2018",,,,,,,,,,,,,,,1521-3773,,,,2025 JUL 29,2025,,,,,,,,,,10.1002/anie.202505232,http://dx.doi.org/10.1002/anie.202505232,,JUL 2025,,,,,,40728109,,,,,WOS:001538226100001,View Full Record in Web of Science
J,"Wen, JY; Liu, C; Jing, MJ; Li, D; Hu, HH; Liu, HX; Wu, TJ; Yi, LH; Pei, Y; Zhong, X; Deng, WT; Zou, GQ; Hou, HS; Wang, XY; Ji, XB",,,,"Wen, Jiayi; Liu, Cheng; Jing, Mingjun; Li, Dan; Hu, Honghui; Liu, Huaxin; Wu, Tianjing; Yi, Lanhua; Pei, Yong; Zhong, Xue; Deng, Wentao; Zou, Guoqiang; Hou, Hongshuai; Wang, Xianyou; Ji, Xiaobo",,,Versatile defect-laden boronizing hard carbon for superior sodium-ion battery efficacy,CHEMICAL ENGINEERING JOURNAL,,,,,,,,,,,,"The cyclability of sodium-ion batteries (SIBs) remains significantly constrained by the limited electrical conductivity and sluggish intercalation kinetics of Na+ in conventional hard carbon (HC) electrodes. Herein, under isobaric conditions, defect-rich boron (B)-doped HC was synthesized via a straightforward pyrolysis method employing sodium tetraphenylborate (C24H20BNa) as the sole precursor. Furthermore, leveraging the advantages of the C24H20BNa, the pre-sodiation method was facilely implemented, mitigating the low initial Coulombic efficiency caused by boronization. Multiscale characterizations demonstrate that abundant active defective sites for Na+ storage are introduced by its B doping, substantially enhancing the conductivity and structural stability of HC. Density functional theory calculations confirm that all four B-C configurations induce favorable Na+ adsorption energy, particularly the BC3 motif, which further hasten local electron transfer and facilitate efficient charge transfer kinetics during cycling. Consequently, within the three-stage adsorption-insertion mechanism of Na, these functional B species boost the reduction voltage and thus enlarge capacities in the stage II (from reduction voltage to 0.55 V vs. Na/Na+). The B-doped HC exhibits an approximately seven-fold capacity (150 mAh g-1) than of the undoped carbon (22 mAh g-1) at stage II. This study highlights the promise of B-doped carbon for efficient SIBs and offers strategic guidance for optimizing cyclability.",,,,,"Liu, Huaxin/NPJ-2342-2025; YI, LANHUA/KYP-9326-2024; Zou, Guoqiang/W-9533-2019",,,,,,,,,,,,,,1385-8947,1873-3212,,,,SEP 15,2025,520,,,,,,,,166436,10.1016/j.cej.2025.166436,http://dx.doi.org/10.1016/j.cej.2025.166436,,JUL 2025,,,,,,,,,,,WOS:001541932200002,View Full Record in Web of Science
J,"Wang, YD; Liang, JC; Song, XM; Shen, TY; Ma, XK; Tie, ZX; Jin, Z",,,,"Wang, Yaoda; Liang, Junchuan; Song, Xinmei; Shen, Tianyu; Ma, Xingkai; Tie, Zuoxiu; Jin, Zhong",,,"N-heterocyclic carbene as a potent LiNO3-solubilizer, Li+-solvation regulator and solid-electrolyte interphase enhancer for highly durable Lithium metal batteries",CHEMICAL ENGINEERING JOURNAL,,,,,,,,,,,,"Lithium metal batteries are considered promising high-energy-density power sources, but their development is hindered by severe Li dendrite growth and unstable solid electrolyte interphase (SEI) formation. Herein, we report the design of a synergistic-dual-additive electrolyte with unique solvation chemistry by simultaneously introducing N-heterocyclic carbene adduct with boron trifluoride (NHCABT) and lithium nitrate (LiNO3) into carbonate-based electrolytes. The addition of NHCABT with electron-deficient atoms can greatly enhance the solubility of LiNO3 in carbonate-based electrolytes, while the dissolution of LiNO3 is highly conducive to activating boron trifluoride receptor (-BF3) in the adduct. The synergistic effect of NHCABT and LiNO3 markedly optimizes the Li+ solvation sheath, induces the formation of stable SEI rich in numerous inorganic species, and effectively enhancing Li+ conductivity. Consequently, the Li||LiFePO4 batteries based on the synergistic-dualadditive electrolyte exhibit an ultralong cycling lifespan of 3000 cycles at 2.0 C and impressive lowtemperature electrochemical performances at -20 degrees C. When paired with aggressive LiNi0.8Co0.1Mn0.1O2 (NCM811) cathodes, the synergistic-dual-additive electrolyte enables Li||NCM811 batteries to work stably for over 1000 cycles at 1.0 C. This work presents an efficient synergistic-dual-additive strategy to boost the compatibility of carbonate-based electrolytes with lithium metal anodes, providing a promising solution for constructing highly durable lithium metal batteries.",,,,,"Shen, Tianyu/LTL-9494-2024",,,,,,,,,,,,,,1385-8947,1873-3212,,,,SEP 15,2025,520,,,,,,,,166397,10.1016/j.cej.2025.166397,http://dx.doi.org/10.1016/j.cej.2025.166397,,JUL 2025,,,,,,,,,,,WOS:001543457600010,View Full Record in Web of Science
J,"Kim, S; Lee, YJ; Kim, H; Kim, Y; Jeong, S; Choi, I; Kim, HS; Yu, SH; Lee, D",,,,"Kim, Seulgi; Lee, Yun-Jeong; Kim, Hyunki; Kim, Yechan; Jeong, Seungo; Choi, Ingyu; Kim, Han Seul; Yu, Seung-Ho; Lee, Dongju",,,Nacre-inspired hybrid interface enabling controlled lithium deposition via ion modulation for lithium-sulfur batteries,ADVANCED COMPOSITES AND HYBRID MATERIALS,,,,,,,,,,,,"The performance of the lithium-metal anode is a key factor influencing the cycling stability of lithium-sulfur (Li-S) batteries. Here, we present a nacre-inspired hybrid protective layer (PBN-Li), composed of polyethylene oxide (PEO) and boron nitride nanosheets (BNNSs), applied to Li-metal anodes. The alternating soft-rigid layered architecture, mimicking natural nacre, enables a synergistic balance between mechanical robustness and interfacial adaptability. This structure not only enhances interfacial stability and capacity retention, but also contributes to lithium ion modulation, promoting uniform Li deposition and preventing dendrite formation. The well-dispersed hybrid components effectively suppress Li-metal depletion and electrolyte degradation. In addition, the high Li+ conductivity of both PEO and BNNS ensures sufficient ionic transport across the interface. As a result, the symmetric PBN-Li cell delivers remarkable cycling stability for over 400 h at 1 mA/cm2 and excellent rate performance up to 5 mA/cm2. Real-time observations further reveal the role of the hybrid protective layer in stabilizing lithium metal and enhancing long-term battery operation. A full cell paired with a sulfur cathode also demonstrates high-rate capability and outstanding cycle life, highlighting the effectiveness of the ion-regulating, nacre-inspired interface for advanced Li-S battery systems.",,,,,"Kim, Han Seul/JCP-2443-2023",,,,,,,,,,,,,,2522-0128,2522-0136,,,,JUL 25,2025,8,4,,,,,,,314,10.1007/s42114-025-01380-4,http://dx.doi.org/10.1007/s42114-025-01380-4,,,,,,,,,,,,,WOS:001536299500001,View Full Record in Web of Science
J,"Zhao, JJ; Wang, X; Kumar, A; Ge, XJ; Sun, YZ; Fan, MH; Pan, JQ",,,,"Zhao, Jianjun; Wang, Xiao; Kumar, Anuj; Ge, Xiujie; Sun, Yanzhi; Fan, Maohong; Pan, Junqing",,,Upcycling Waste Pyrolytic Carbon Black into Sustainable Ultrahigh Performance Anode for Sodium-Ion Batteries via Multi-Chemistry and Engineering Synergism,ADVANCED FUNCTIONAL MATERIALS,,,,,,,,,,,,"The study of solid waste-derived carbon as resource-sustainable anode materials for high-performance sodium-ion batteries (SIBs) is significant for their future commercialization. However, the problematic microstructure tuning and unclear Na storage mechanism, coupled with the large Na+ radius and slow diffusion kinetics, resulted in dissatisfactory specific capacity, rate, and durability. Herein, the chemistry and engineering synergistic modulation is employed to achieve expansive interlayer and boosted charge transmissibility of waste tires derived pyrolytic carbon black (CBp) with unprecedented cyclability and high-rate capacity. The expansive interlayer, pronounced pseudo-graphitic phases, newly formed B-C coordination, and localized partial electric field (LEF) enable the acceleration of the Na+ storage kinetics, increase the conductivity, and form an ultrathin inorganic-rich solid-electrolyte interface. The unique slope-type curve reflects an adsorption-intercalation structural evolution pattern of the surface/near-surface dominated by capacitive contributions. The BE-CBp-1000 exhibits a high reversible capacity of 413 mAh g-1 @ 50 mA g-1 with an incredible 96.9% retention after 5000 cycles at 10 A g-1, far superior to the recently reported results. Furthermore, the high energy density and outstanding cyclability of the full battery, as well as the techno-economic analyses, demonstrate the feasibility of engineering solid waste-derived carbon into ultrahigh-performance anodes via synergistic strategies.",,,,,"Pan, Junqing/X-3146-2019; Sun, Yanzhi/AHB-9282-2022; Zhao, Jianjun/GNW-3419-2022",,,,,,,,,,,,,,1616-301X,1616-3028,,,,2025 JUL 23,2025,,,,,,,,,,10.1002/adfm.202514035,http://dx.doi.org/10.1002/adfm.202514035,,JUL 2025,,,,,,,,,,,WOS:001533873800001,View Full Record in Web of Science
J,"Nguyen, TPT; Gao, WL; Humphries, TD; Zhong, YJ; Buckley, CE; Paskevicius, M",,,,"Nguyen, Thi Phuong Thao; Gao, Wanli; Humphries, Terry D.; Zhong, Yijun; Buckley, Craig E.; Paskevicius, Mark",,,Modifying Li2B12H12 to become a highly electrochemically stable solid electrolyte,JOURNAL OF MATERIALS CHEMISTRY A,,,,,,,,,,,,"Metal hydridoborates are promising electrolyte materials for next generation batteries. However, most hydridoborates show low ionic conductivity at room temperature and relatively poor electrochemical stability towards high-voltage cathodes. In this work, modifications to the Li2B12H12 solid electrolyte are undertaken by ball-milling, partial thermal decomposition and hydration. Impacts of morphological and structural changes on their ionic conductivity and electrochemical stability are analysed and discussed. A solid-state electrolyte synthesised by partial thermal decomposition of Li2B12H12 at 380 degrees C is reported to exhibit remarkable oxidative stability, greater than 6 V (vs. Li+/Li), and an increase by nearly 2 orders of magnitude in Li+ conductivity at 30 degrees C compared to the pristine material. Herein, partial thermal decomposition is proposed as a new approach to improve the electrochemical properties of metal hydridoborate-based solid electrolytes.",,,,,"Buckley, Craig/B-6753-2013; Gao, Wanli/D-4333-2016; Paskevicius, Mark/K-1638-2013; Zhong, Yijun/H-1647-2013; Humphries, Terry/A-2042-2014",,,,,,,,,,,,,,2050-7488,2050-7496,,,,2025 JUL 21,2025,,,,,,,,,,10.1039/d5ta02774h,http://dx.doi.org/10.1039/d5ta02774h,,JUL 2025,,,,,,,,,,,WOS:001541468300001,View Full Record in Web of Science
J,"Qu, DJ; Liu, T; Sun, YL; Yan, YW; Li, CC; Cui, ZL; Gao, CW; Kong, SC; Zhang, ZQ; Liu, ZM; Zhang, S; Wang, ST; Lv, ZL; Xu, GJ; Li, GC; Cui, GL",,,,"Qu, Dejie; Liu, Tao; Sun, Youlong; Yan, Yuewei; Li, Chuanchuan; Cui, Zili; Gao, Chuanwei; Kong, Shuaice; Zhang, Zengqi; Liu, Zhiming; Zhang, Shu; Wang, Shitao; Lv, Zhaolin; Xu, Gaojie; Li, Guicun; Cui, Guanglei",,,Macromolecular Boron-Based Salt Enables Dense Interphases for Long-Cycling Lithium-Sulfur Batteries,ADVANCED MATERIALS,,,,,,,,,,,,"Lithium-sulfur (Li-S) batteries represent a compelling next-generation energy storage system with practical energy densities exceeding 700 Wh kg-1, offering a promising pathway beyond current lithium-ion technology. However, their commercial viability remains constrained by deleterious interfacial reactions between lithium metal anodes and polysulfide-containing electrolytes. Herein, it is presented a molecular engineering approach through a novel boron-based salt, lithium perfluoropinacolatoborate (LiFPB), strategically designed to reinforce the solid electrolyte interphase (SEI) for long-cycling Li-S batteries. LiFPB anions, featuring higher specific charge (mass-to-charge ratio) and larger steric bulk compared to conventional salts, demonstrate enhanced resistance to Helmholtz double-layer repulsion and increased susceptibility to lithium metal reduction, promoting the formation of a robust SEI enriched with LiF and LiBxOy species. The LiFPB-containing electrolyte exhibits superior lithium metal compatibility, achieving a high coulombic efficiency of 99.59%. Consequently, Li-S cells demonstrate markedly improved capacity retention from 50.9% to 75.7% over 200 cycles. This strategy has been successfully scaled to Ah-level Li-S pouch cells, achieving practical energy densities of 408 Wh kg-1 with stable cycling over 75 cycles. This work presents an effective approach to developing long-cycling Li-S batteries through the rational design of electrolyte salt.",,,,,"Li, Chuanchuan/N-1146-2017; Wang, Shitao/MSV-5599-2025; Cui, Guanglei/AAS-7889-2021; Xu, Gaojie/GOK-2252-2022",,,,,,,,,,,,,,0935-9648,1521-4095,,,,2025 JUL 21,2025,,,,,,,,,,10.1002/adma.202505762,http://dx.doi.org/10.1002/adma.202505762,,JUL 2025,,,,,,40685885,,,,,WOS:001531490600001,View Full Record in Web of Science
