idx,DOI,title,appropriate,reason,format,battery_system,cathode_material,anode_material,electrolyte_confirmed,additive_full_name,additive_abbr_name,boron_additive_full_name,boron_additive_abbr_name,abstract,year
572,10.1002/adma.202309024,Band Structure Engineering and Orbital Orientation Control Constructing Dual Active Sites for Efficient Sulfur Redox Reaction,No,Electrolyte and additive information not provided or not found.,Coin and Pouch,Li-S battery,Sulfur-based (with WS2 and B-WS2-x catalysts),Lithium,Not found,Not found,Not found,Not found,Not found,"['The kinetics difference among multistep electrochemical processes leads to the accumulation of soluble polysulfides and thus shuttle effect in lithium-sulfur (Li-S) batteries. While the interaction between catalysts and representative species has been reported, the root of the kinetics difference, interaction change among redox reactions, remains unclear, which significantly impedes the catalysts design for Li-S batteries. Here, this work deciphers the interaction change among electrocatalytic sulfur reactions, using tungsten disulfide (WS2) a model system to demonstrate the efficiency of modifying electrocatalytic selectivity via dual-coordination design. Band structure engineering and orbital orientation control are combined to guide the design of WS2 with boron dopants and sulfur vacancies (B-WS2-x), accurately modulating interaction with lithium and sulfur sites in polysulfide species for relatively higher interaction with short-chain polysulfides. The modified interaction trend is experimentally confirmed by distinguishing the kinetics of each electrochemical reaction step, indicating the effectiveness of the designed strategy. An Ah-level pouch cell with B-WS2-x delivers a gravimetric energy density of up to 417.6 Wh kg-1 with a low electrolyte/sulfur ratio of 3.6 mu L mg-1 and negative/positive ratio of 1.2. This work presents a dual-coordination strategy for advancing evolutionarily catalytic activity, offering a rational strategy to develop effective catalysts for practical Li-S batteries. Interaction trend among redox reactions affect evolutionarily electrocatalytic activity. Using WS2 as an example, band structure engineering and orbital orientation control are combined to construct Li-S and S-B dual-coordination, accurately modulating the interaction trend to accelerate the rate-determined process. This work presents a dual-coordination design for advancing evolutionarily catalytic activity, helping with effective catalyst design for practical Li-S batteries.image']",2024
573,10.1016/j.ensm.2023.103152,A Hauser-base modulated boron-based electrolyte empowering superior interfacial chemistry in rechargeable magnesium batteries,Yes,Reasonable,Coin,Rechargeable magnesium batteries (RMBs),Mo6S8,Magnesium metal,0.5 mol L⁻¹ TMPL-2B(Otfe)₃/THF (TMPLB electrolyte),"Tris(2,2,2-trifluoroethyl)borate",B(Otfe)₃,"Tris(2,2,2-trifluoroethyl)borate",B(Otfe)₃,"['Electrolytes with superior Mg plating/stripping performance and cathode compatibility through a simple synthetic pathway and affordable raw materials have become a long-term pursuit of rechargeable magnesium batteries (RMBs). Herein, an efficient Hauser-base modulated boron-based electrolyte TMPLB is proposed via a facile in-situ one-pot method that involves mixing intrinsic LiCl-containing Hauser-base TMPL (2,2,6,6-tetra-methylpiperidinylmagnesium chloride lithium chloride complex) and Lewis acid B(Otfe)3 (tris(2,2,2-tri-fluoroethyl)borate) in tetrahydrofuran (THF). Nuclear magnetic resonance (NMR) results reveal that the TMPLB electrolyte is mainly composed of active cation [Mg2(mu-Cl)3 & sdot;6THF]+ and anion [(TMP)B(Otfe)3]-. In addition to a conducive solid electrolyte interphase (SEI) formed on Mg, the in-situ generated robust cathode electrolyte interphase (CEI) on cycled Mo6S8 jointly endows excellent Mg2+ transfer kinetics and cycling stability. Specifically, Mo6S8||Mg full cells can be cycled for over 3000 cycles with a superior capacity retention of 88.2 mAh g-1 under 5 C. The TMPLB electrolyte paves an avenue for the building of stable electrode/electrolyte interfaces in future practical long-life RMBs.']",2024
574,10.1016/j.jeurceramsoc.2023.11.045,Enhanced comprehensive performance of the LLZO series solid electrolyte via multifunctional additive,No,Boron nitride (BN) is not a typical or effective additive for solid-state electrolytes like LGLZO; it may not enhance ionic conductivity or stability and could introduce incompatibilities.,Pellet,Li-ion battery,Not found,Lithium metal,Not found,Not found,Not found,Not found,Not found,"['This paper elucidates the mechanism of BN as sintering additive and the enhancement for LLZO performance. The introduction of the sintering additive boron nitride (BN) to Li6.25Ga0.25La3Zr2O12 (LGLZO) can effectively eliminate the insulating phase Li2CO3 and form the liquid phase Li3BO3 along the grain boundaries, which significantly enhances the relative density (from 72.4% to 92.9%), ionic conductivity (from 1.3 x 10-5 to 6.7 x 10-4 S cm -1), mechanical strength (from 1.36 to 5.36 GPa) and air stability (anti-Li2CO3) of the electrolyte. Density functional theory (DFT) results reveal that the formation of Li3BO3 contributes to the improvement of the interfacial lithiophilicity, and the interface resistance is reduced from 1219 to 32 omega cm-2. The critical current density (CCD) is enhanced from 0.1 to 0.7 mA cm-2, and the cells can be stably cycled for more than 1000 h at a current density of 0.2 mA cm-2 with a low overpotential at room temperature.']",2023
575,10.1002/smll.202307116,Boosting the Cycle Performance of Iron Trifluoride Based Solid State Batteries at Elevated Temperatures by Engineering the Cathode Solid Electrolyte Interface,Yes,Reasonable,Coin,Li-ion battery,FeF3,Lithium metal,PEO/LiTFSI and PEO/LiDFOB bilayer electrolyte,Lithium Difluoro(oxalato)borate,LiDFOB,Lithium Difluoro(oxalato)borate,LiDFOB,"['Iron trifluoride (FeF3) is attracting tremendous interest due to its lower cost and the possibility to enable higher energy density in lithium-ion batteries. However, its cycle performance deteriorates rapidly in less than 50 cycles at elevated temperatures due to cracking of the unstable cathode solid electrolyte interface (CEI) followed by active materials dissolution in liquid electrolyte. Herein, by engineering the salt composition, the Fe3O4-type CEI with the doping of boron (B) atoms in a polymer electrolyte at 60 degrees C is successfully stabilized. The cycle life of the well-designed FeF3-based composite cathode exceeds an unprecedented 1000 cycles and utilizes up to 70% of its theoretical capacities. Advanced electron microscopy combined with density functional theory (DFT) calculations reveal that the B in lithium salt migrates into the cathode and promotes the formation of an elastic and mechanic robust boron-contained CEI (BOR-CEI) during cycling, by which the durability of the CEI to frequent cyclic large volume changes is significantly enhanced. To this end, the notorious active materials dissolution is largely prohibited, resulting in a superior cycle life. The results suggest that engineering the CEI such as tuning its composition is a viable approach to achieving FeF3 cathode-based batteries with enhanced performance. By doping the B atoms into the oxygen-rich cathode solid electrolyte interface (OR-CEI) to form a BOR-CEI, unprecedent cycle life of FeF3 exceeding 1000 cycles is achieved in the polymer electrolyte. The enhanced elasticity and mechanic strength of BOR-CEI is a response to this superior cycle performance.image']",2023
576,10.1016/j.chemphys.2024.112278,"The Impact of Chemical Modifications on The Ionic Conductivity of Ionic Liquid Encapsulated in Carbon Nanotubes, Potential Application in Aluminum Ion Battery",No,"Additive is not found, which may not meet the battery's electrolyte requirements for performance or stability.",Not found,Aluminum-ion battery,Not found,Not found,1-ethyl-3-methyl imidazolium hexafluorophosphate ([EMIM][PF6]),Not found,Not found,Not found,Not found,"['The transport and thermodynamic properties of 1-ethyl-3methyl imidazolium hexafluorophosphate ([EMIM] [PF6]) ionic liquid encapsulated in carbon nanotubes or graphite represent a significant challenge in the development of Aluminum-ion batteries. To achieve high energy density in Aluminum-ion batteries, it is explored the use of ionic liquid solvents as electrolytes to enhance the ionic conductivity of the ionic liquid when encapsulated in carbon nanotubes as electrodes. The doping effects of sulfur and boron atoms in single-walled carbon nanotubes (SWCNTs) have been investigated to determine their impact on the ionic transfer number of the ionic liquid encapsulated in SWCNTs. The Green -Kubo formalism has been employed to calculate the ionic transfer number and electrical conductivity of the ionic liquid when encapsulated in SWCNTs doped with sulfur and boron atoms. The results obtained using the Green -Kubo formalism indicate that sulfur doping in SWCNTs, particularly in those with a larger radius, serves as a selective porous electrode material, significantly enhancing the electrical conductivity of the confined ionic liquid. Furthermore, the radial distribution function between the carbon alkyl groups in the ionic liquid and the carbon wall of the carbon nanotube, which is doped with sulfur and boron atoms, demonstrates that the doping effect does not alter the radial distribution function. The GreenKubo result obtained for the electrical conductivity of the ([EMIM][PF6]) ionic liquid demonstrates excellent agreement with the experimental data.']",2024
577,10.1002/smll.202309918,Ternary Lithium Nickel Boride with 1D Rapid-Ion-Diffusion Channels as an Anode for Use in Lithium-Ion Batteries,Not found,Not found,Coin,Li-ion battery,LiFePO4,"Graphite, Li4Ti5O12, Li1.2Ni2.5B2",1.0 M LiPF6 in EC/DEC (1:1 by vol.),Not found,Not found,Not found,Not found,"['Anode materials with high-rate performances and good electrochemical stabilities are urgently required for the grid-scale application of lithium-ion batteries (LIBs). Theoretically, transition metal borides are desirable candidates because of their appropriate working potentials and good conductivities. However, the reported metal borides exhibit poor performances owing to their lack of favorable Li+ storage sites and poor structural stabilities during long-term charging/discharging. In this work, a ternary alkali metal boride, Li1.2Ni2.5B2, which displays a high Li+ storage capacity and remarkable electrochemical stability and an excellent rate performance is studied. In contrast to conventional transition metal borides, the introduction of Li atoms facilitates the formation of 1D Ni/B-based honeycomb channels during synthesis. This Ni/B framework successfully sustains the strain during Li+ intercalation and deintercalation, and thus, the optimized Li1.2Ni2.5B2 anode exhibits an excellent cycle stability over 500 charge/discharge cycles. This electrode also exhibits superior reversible capacities of 350, 183, and 80 mA h g(-1) at 0.1, 1, and 5 A g(-1), respectively, indicating the considerable potential of the 1D Ni/B framework as a commercially available fast-charging LIB anode.']",2023
578,10.1002/adfm.202312091,Understanding the Role of Lithium Borate as the Surface Coating on High Voltage Single Crystal LiNi0.5Mn1.5O4,Yes,Reasonable,Coin and pouch,Li-ion battery,LiNi0.5Mn1.5O4 (LNMO),Graphite,1M LiPF6 in EC:EMC (3:7 vol%),Lithium metaborate,LBO,Lithium metaborate,LBO,"['The high-voltage spinel lithium nickel manganese oxide (LNMO) with an operating voltage of 4.8 V is a promising cathode material for next-generation lithium-ion batteries (LIBs). However, LNMO/graphite (LNMO/Gr) full cells suffer capacity fading, which limits their practical applications. In this study, lithium metaborate (LBO) is applied on the LNMO surface to improve the full cell performance via a dry mixing method. The LBO-coated LNMO delivers much better cycling stability than the uncoated LNMO in full cells with a practical 3 mAh cm(-2) areal capacity. Different characterizations are performed to understand the coating effect to track the boron and its impact on the cathode, electrolyte, and anode. The LBO-coated LNMO owns a 5 nm cathode electrolyte interphase (CEI) with mitigated phase change after long-term cycling. The uncoated LNMO has negligible CEI with obvious phase change. However, no boron can be detected on the surface of the coated sample. Electrolyte and anode analyses indicate that the coating acts as an additive reservoir, gradually dissolves into the electrolyte, and generates BF4- species. As a result, Nickel/Manganese (Ni/Mn) dissolution from LNMO and the extensive generation of solid electrolyte interphase (SEI) on the anode side is mitigated, thus improving the full-cell cycling stability to a great extent.']",2023
579,10.1021/acsnano.3c11135,Interfacial Modification of Lithium Metal Anode by Boron Nitride Nanosheets,No,Not found,Coin,Li-ion battery,Not found,Graphite,1M LiPF6 in EC/DEC (v/v=1),Not found,Not found,Not found,Not found,"['Metallic lithium (Li) is the most attractive anode for Li batteries because it holds the highest theoretical specific capacity (3860 mA h g(-1)) and the lowest redox potential (-3.040 V vs SHE). However, the poor interface stability of the Li anode, which is caused by the high reactivity and dendrite formation of metallic Li upon cycling, leads to undesired electrochemical performance and safety issues. While two-dimensional boron nitride (BN) nanosheets have been utilized as an interfacial layer, the mechanism on how they stabilize the Li-electrolyte interface remains elusive. Here, we show how BN nanosheet interlayers suppress Li dendrite formation, enhance Li ion transport kinetics, facilitate Li deposition, and reduce electrolyte decomposition. We show through both simulation and experimental data that the desolvation process of a solvated Li ion within the interlayer nanochannels kinetically favors Li deposition. This process enables long cycling stability, reduced voltage polarization, improved interface stability, and negligible volume expansion. Their application as an interfacial layer in symmetric cells and full cells that display significantly improved electrochemical properties is also demonstrated. The knowledge gained in this study provides both critical insights and practical guidelines for designing a Li metal anode with significantly improved performance.']",2024
580,10.1039/d3cp04706g,Boron-containing fullerene-based salts with cyclic carbonate solvents as electrolytes for Li-ion batteries and beyond,No,"The additive is not found, indicating it may not be present or appropriate for the electrolyte requirements.",Not found,"Li-ion battery, Na-ion battery, Mg-ion battery",Not found,Not found,Not found,Not found,Not found,Not found,Not found,"['Replacement of carbon atoms by a heteroatom in fullerene is a promising route that enhances the electronic properties of fullerenes and results in hetero fullerene-based effective agents ensuring applications in vivid fields of the solar cell, cathode materials for batteries, etc. Towards the development of new electrolyte salts, attention has been paid to facilitating ion mobility in particular and moderate stability of the anions in addition. From the atomistic molecular dynamics simulation studies, for the first time, we uncover that the boron-containing hetero fullerene, C59B- anion-based LiC59B, and NaC59B salts in cyclic carbonate solvents can act as efficient electrolytes by improving the transport phenomenon of the metal ions in solution, importantly for Li+ and satisfactorily for Na+ as compared to their commonly used BF4- anion based salts. Additionally, our study revealed that apart from LiC59B, and NaC59B salts, C58B22- based MgC58B2 salt can facilitate the ionic conductivity of the electrolyte. The properties of the proposed electrolyte under an electric field and different temperatures were investigated. Some of the bulk properties of the used electrolytes to some extent were found to be improved in the presence of these salts. The first principle-based electrochemical calculations further justify the stability of the proposed anions. The initial investigation from the Reactive force-field (ReaxFF) based atomistic simulations study elucidates that LiC59B reduces the decomposition of the EC solvent compared to LiBF4 and facilitates solvent stability. Introducing B-doped fullerene-based, C59B-, and C58B22- counteranions of Li+, Na+, and Mg2+ to act as emerging electrolytes in cyclic carbonate solvents for metal-ion batteries.']",2024
581,10.1007/s11581-024-05472-x,Lithium difluoro(oxalate)borate as an efficient and multifunctional additive for extended cycling life of LiFePO4 cathodes,Yes,Reasonable,Coin,Li-ion battery,LiFePO4,Graphite,"1 M LiPF6 in dimethyl carbonate, ethylene carbonate, and ethyl methyl carbonate (1:1:1 in volume) with and without 1 vol% lithium difluoro(oxalate)borate (LiDFOB)",Lithium difluoro(oxalate)borate (LiDFOB),LiDFOB,Lithium difluoro(oxalate)borate (LiDFOB),LiDFOB,"['Reasonable design of cathode-electrolyte interface (CEI) with high electrochemical stability and high ionic conductivity is crucial for improving the electrochemical performance of cathode materials. Herein, lithium difluoro(oxalate)borate (LiDFOB) is used as an efficient electrolyte additive to form a robust, dense, and conductive CEI on LiFePO4 cathode, which significantly enhances the rate capability and cycling stability. Specifically, the introduction of LiDFOB promotes the formation of a fluoride (F)- and boron (B)-rich CEI, effectively enhancing ion transport kinetics. Simultaneously, the generated CEI exhibits excellent stability, efficiently suppressing the continuous decomposition of the electrolyte and structural damage of LiFePO4 cathode over prolonged cycling. Consequently, the LiFePO4 cathode with LiDFOB additive exhibits a highly reversible capacity of 133.4 mAh g(-1) at 0.5 C and an excellent capacity retention of 94.4% over 400 cycles, which is superior to LiFePO4 without additive (only 66.1% capacity retention). This work confirms the promising potential of LiDFOB as a multifunctional electrolyte additive and provides new insights for constructing high-performance CEI.']",2024
582,10.1016/j.jechem.2024.03.015,A perspective on the key factors of safety for rechargeable magnesium batteries,No,"Electrolyte and additive information not provided or found, making it impossible to assess appropriateness.",Not found,Rechargeable magnesium batteries (RMBs),Not found,Magnesium metal,Not found,Not found,Not found,Not found,Not found,"['Rechargeable Mg batteries (RMBs) have become one of the best subsitutes for lithium -ion batteries due to the high volumetric capacity, abundant resources, and uniform plating behavior of Mg metal anode. However, the safety hazard induced by the formation of high-modulue Mg dendrites under a high current density (10 mA cm -1 ) was still revealed in recent years. It has forced researchers to re-examine the safety of RMBs. In this review, the intrinsic safety factors of key components in RMBs, such as uneven plating, pitting and flammability of Mg anode, heat release and crystalline water decomposition of cathode, strong corrosion, low oxidition stability and flammability of electrolytes, and so forth, are systematacially summarized. Their origins, formation mechanisms, and possible safety hazards are deeply discussed. To develop high-performance Mg anode, current strategies including designing artificial SEI, threedimensional substrates, and Mg alloys are summarized. For practical electrolytes, the configurations of boron -centered anions and simple Mg salts and the functionalized solvent with high boiling point and low flammability are suggested to comprehensively design. In addition, the future study should more focus on the investigation on the thermal runaway and decomposition of cathode materials and separators. This review aims to provide fundamental insights into the relationship between electrochemistry and safety, further promoting the sustainable development of RMBs. (c) 2024 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by ELSEVIER B.V. and Science Press. All rights reserved.']",2024
583,10.1021/acs.jpcc.3c06455,Hexagonal Boron Nitride Modulates Crystallinity and Charge Mobility in Poly(ethylene oxide)-NaNO3 Electrolytes,Yes,Reasonable,Not found,Sodium-ion battery,Not found,Not found,Poly(ethylene oxide) (PEO) with NaNO3 salt and hexagonal boron nitride (h-BN) flakes,Hexagonal boron nitride (h-BN),h-BN,Hexagonal boron nitride,h-BN,"['Composite solid polymer electrolytes (CSPEs) for solid-state sodium (Na) batteries are attractive due to their high modulus, good mechanical properties, and overall safety relative to liquid electrolytes. Important CSPE properties, such as crystallinity and ionic conductivity, are closely tied to the physicochemical characteristics of the filler material. In this work, we investigate how 2D hexagonal boron nitride (2D h-BN) flakes influence polymer crystallinity and ionic conductivity in poly(ethylene oxide) (PEO)-based CSPEs for Na-ion conduction using NaNO3 as a model salt. Using X-ray diffraction (XRD), differential scanning calorimetry (DSC), and electrochemical impedance spectroscopy (EIS), we find that polymer crystallinity increases in the presence of the h-BN flakes, whereas the total ionic conductivity decreases relative to h-BN-free samples. Quantum mechanical DFT calculations reveal the ability of h-BN to bind with both ions of the dissociated salt, more strongly so with the Na+ cation, which has hitherto not been reported in the context of Na-based polymer electrolytes. The combined experimental and computational efforts in this work provide key physical insights into the importance of filler geometry and chemical characteristics (i.e., Lewis acidity and Lewis basicity) in the design of CSPEs for Na-ion conduction.']",2024
584,10.1016/j.ensm.2023.103073,Enable reversible conversion reaction of copper fluoride batteries by hydroxyl solution and anion acceptor,Yes,Reasonable,Not found,Li-fluoride battery,Cu2(OH)3F,Lithium metal,"1 M LiTFSI in DOL/DME (LDD), with additives like TPFPB or DiOB-Py in modified versions","tris(pentafluorophenyl)borane (TPFPB) and 4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridine (DiOB-Py)","TPFPB, DiOB-Py","tris(pentafluorophenyl)borane (TPFPB) and 4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyridine (DiOB-Py)","TPFPB, DiOB-Py","['Metal fluorides as conversion-reaction cathodes are attracting more attentions due to their advantages of low cost, environmentally friendly and high energy density. Among CuF2 enables the high theoretical energy density (1874 Wh/kg) and conversion reaction potential (3.55 V vs. Li+/Li), but its poor reversibility is always criticized due to the dissolution of Cu species occurring in delithiation process. In response to this conundrum, here we propose a hydroxyl-rich copper fluoride (Cu2(OH)3F) as conversion cathode coupled with an electrolyte additive engineering to address the reversibility bottleneck. The presence of OH enables the effective suppression of Cu+ dissolution and imparts Cu2(OH)3F a phase-division conversion mechanism, resulting in the better reaction reversibility and kinetics. Combing with the electrolyte formulation based on boron-based anion acceptor with mild Lewis acidity, the dissociation and conversion of anions from Cu2(OH)3F lattices are promoted and hence the cycling performance is further upgraded, with a reversible capacity over 200 mA h/g after 50 cycles.']",2023
585,10.1016/j.apsusc.2023.158962,Room-temperature solid-state metallic lithium batteries based on high-content boron nitride nanosheet-modified polymer electrolytes,Yes,Reasonable,Coin,Metallic lithium battery,LiFePO4,Lithium metal,PEO-LiTFSI with boron nitride nanosheets,Boron nitride nanosheets,BN,Boron nitride nanosheets,BN,"['Polyethylene oxide (PEO)-based solid-state electrolytes have great potential in the development of solid-state metallic lithium batteries. However, it is difficult to apply them in metallic lithium batteries at room tempera-ture because of the poor ionic conductivity and the lithium dendrite-induced safety problem. Herein, high-performance composite polymer electrolytes (CPEs) are developed by filling high-content boron nitride (BN) nanosheets with well dispersity in the PEO-LiTFSI matrices. Theoretical calculations and experimental charac-terizations reveal that the BN nanofillers with a strong Lewis acid property can capture TFSI- to release more free Li+, reduce the polymer crystallinity, and facilitate the generation of rich BN/PEO-LiTFSI fast-ion interfaces. Thus, the ionic conductivity and the Li+ transference number of the CPEs at room temperature greatly increase to 4 and 2 times those of the pristine electrolyte, respectively. Hence, the Li/CPE/Li batteries can operate steadily at 0.05 mA/cm2 (0.05 mAh/cm2) and 30 degrees C for 1200 h. Furthermore, the LiFePO4/CPE/Li batteries show higher initial capacity of 132 mAh/g and capacity retention of 84 % after 90 cycles at 0.3C and 30 degrees C than the pristine electrolyte-based batteries (29 %). This study provides a feasible case to prepare excellent-performance CPE films containing high nanofiller content for room-temperature solid-state metallic lithium batteries.']",2023
586,10.1016/j.ensm.2024.103201,Integrated anode with 3D electron/ion conductive network for stable lithium metal batteries,No,Additive not found in the provided information.,Not found,Lithium metal battery,LiNi0.83Mn0.06Co0.11O2 (NMC83),Lithium metal,LiFSI/DMAC solvate with PVDF-HFP-based polymer electrolyte,Not found,Not found,Not found,Not found,"['Lithium metal anode has attracted increasing attention due to its ultra-high theoretical specific capacity and low redox potential. However, the severe interface problems caused by the parasitic reactions at the anode/separator interface greatly hinder its applications. Herein we design a 3D lithium-boron (LiB) fiber integrated lithium anode with polypropylene separator through the interfacial adhesive strategy with poly(vinylidene fluoride-co- hexafluoropropylene)-based polymer electrolyte. The 3D Li/LiB anode after chemical etching can increase the exchange current density to 36.8 mA cm- 2, which is about 14 times the value of the pristine anode with 2.6 mA cm- 2. Meanwhile, the poly(vinylidene fluoride-co-hexafluoropropylene)-based polymer electrolyte ensures high ionic conductivity and interfacial stability. Thus, the integrated anode with 3D electron/ion conductive network can guide Li deposition away from the unsafe anode/separator interface, and directly suppress the growth of lithium dendrites. As a result, the integrated anode with LiNi0.83Mn0.06Co0.11O2 cathode exhibits an excellent discharge capacity of 168.3 mAh g -1 at a high current density of 5 C. Besides, the rigid LiB skeleton coupling with flexible PVDF-HFP-based polymer electrolyte can effectively prevent the pulverization of lithium anode during long-term cycling, showing superior cycling stability of 1000 cycles at 1 C with a capacity retention of 76 %. This work provides a promising integrated anode for stable lithium metal batteries without lithium dendrite growth.']",2024
587,10.1016/j.jcis.2024.01.097,Borate-containing triblock copolymer electrolytes for improved lithium-ion transference number and interface stability,Yes,Reasonable,Coin,Li-ion battery,LiFePO4 and NCM622,Graphite and Li metal,PBO-PEO-PBO with LiTFSI in a molar ratio of [EO]:[Li+] = 14:1,"Borate groups (e.g., in PBO blocks)",Not found,"Borate groups (e.g., in PBO blocks)",Not found,"['The electrolytes with high lithium-ion transference number (t(Li+)) can reduce the formation of concentration polarization during charge/discharge process and improve the electrochemical performance of lithium-ion batteries (LIBs). Herein, we report triblock copolymer electrolytes (PBOEE) containing borate. The sp(2) hybridized boron atoms acting as Lewis acids can anchor the anions of lithium salts, enabling PBOEE to achieve high t(Li+) of up to 0.53. Also, the borate groups can promote the formation of stable organic-rich solid electrolyte interphase (SEI) film, which enables the Li symmetric cell to cycle stably at 0.1 mA cm(-2)/0.1 mAh cm(-2) for more than 3100 h with a low overpotential of 0.08 V under 50 degrees C. The optimized PBOEE_24 has an ionic conductivity of 1.41 x 10(-4) S cm(-1) and electrochemical stability window of 4.8 V vs. Li+/Li at 50 degrees C. Combining these advantages, the LiFePO4/PBOEE_24/Li cell exhibits an initial discharge specific capacity of 157.3 mA h g(-1) at 0.5C with a capacity retention of 85 % after 600 cycles under 50 degrees C. At a higher current density of 1C, the discharge capacity maintains at 128.0 mA h g(-1) after 400 cycles with a capacity retention of 84.88 %. These results suggest that block copolymer containing sp(2) hybridized boron atoms is a promising all-solid-state polymer electrolyte.']",2024
588,10.1021/acsenergylett.3c02117,Hydroborate Solid-State Lithium Battery with High-Voltage NMC811 Cathode,No,"The additive is not found, which may not meet the battery's electrolyte requirements as additives are often necessary for performance enhancement or stability in solid electrolytes.",Not found,Li-ion battery,LiNi0.8Mn0.1Co0.1O2 (NMC811),"Graphite, InLi, Li metal",Not found,Not found,Not found,Not found,Not found,"['Hydroborate solid electrolytes offer high ionic conductivity and are stable in contact with alkali metal anodes but are challenging to integrate into batteries with high-voltage cathodes. Here, we demonstrate stable dis-/charge cycling of solid-state Li batteries combining a Li-3(CB11H12)(2)(CB9H10) hydroborate electrolyte with a 4 V-class LiNi0.8Mn0.1Co0.1O2 (NMC811) cathode, exploiting the enhanced kinetic stability of the LiCB11H12-rich and LiCB9H10-poor electrolyte composition. Cells with Li metal and InLi anodes achieve a discharge capacity at C/10 of similar to 145 mAh g(-1) at room temperature and similar to 175 mAh g(-1) at 60 degrees C. InLi cells retain 98% of their initial discharge capacity after 100 cycles at C/5 and 70% after 1000 cycles at C/2. Capacity retentions of 97% after 100 cycles at C/5 and 75% after 350 cycles at C/2 are also achieved with a graphite anode without any excess Li. The energy density per cathode composite weight of 460 Wh kg(-1) is on par with the best solid-state batteries reported to date.']",2024
589,10.1016/j.est.2023.109594,Highly conductive and nonflammable boron-based gel type single ion conducting electrolyte membranes toward high-safety and dendrite-free lithium metal batteries,No,"Additive information is not provided or found, making it impossible to assess appropriateness.",Coin,Lithium metal battery,LiFePO4,Lithium metal,1 M LiPF6 in EC/DMC (1:1 v/v) or EC/DMC (1:1 v/v) for gel SIPEs,Not found,Not found,Not found,Not found,"['Single-ion conducting polymer electrolytes (SIPEs), having a high Li-ion transference number (tLi+ ) close to unity, hold great promise for circumventing the lithium dendrite growth of lithium metal batteries (LMBs). However, SIPEs synthesized by a simple method that also simultaneously fulfill the requirements of high ionic conductivity, good thermal stability, and remarkable fire resistance are still quite rare. Herein, a novel single-ion conducting fibrous membrane (es-DDBSB-Li) based on borate anions of single-ion conductors (denoted as DDBSB-Li) and poly(vinylidene fluoride-hexafluoropropylene) P(VDF-HFP) as a binder was prepared via facile electrospinning technology. The introduction of borate anions promotes the homogeneous distribution of highly concentrated Liions and accelerates the ionic migration, leading to an enhanced ionic conductivity of 3.75 x 10 \ue2134 S cm \ue213 1 at 25 degrees C for DDBSB-Li saturated with organic solvents. Additionally, the thermally stable and nonflammable DDBSB-Li endows the resultant fibrous membranes to possess good high-temperature stability and fire-resistance properties. The Li||Li cell using this electrolyte displays a high tLi+ of 0.91 and effectively mitigates concentration polarization, thereby enabling a remarkably stable cyclic performance over 2000 h at 2.5 mA cm \ue213 2 at 25 degrees C. Also, this gel SIPE-based Li||LiFePO4 battery demonstrates superior rate performances up to 3C and delivers longterm cycling durability over 600 cycles under 1C at 25 degrees C. We believe this novel gel SIPE-based fibrous membrane has great potential for practical application in high-safety and dendrite-proof LMBs.']",2023
590,10.1039/d3dt02883f,Effect of the boron element in a Li-P-S system,No,"Electrolyte and additive information not provided or found, making it impossible to assess appropriateness.",Not found,Li-ion battery,NCA (LiNi0.8Co0.15Al0.05O2),Graphite,Not found,Not found,Not found,Not found,Not found,"['Lithium-ion batteries are nowadays a mature technology for energy storage. However, some safety problems have been identified during their operation in high power applications such as fire incidents in electric vehicles. The most promising solution to improve the safety of lithium-ion batteries is replacing the current organic liquid based electrolytes with solid electrolytes. In this context, new solid electrolytes having chemical and electrochemical stability with high ionic conductivity need to be discovered. Therefore, in the present study, a new LGPS-type structural domain is highlighted for the Li-B-P-S system. Ionic conductivities of up to 10-4 S cm-1 have been achieved for prepared solid electrolytes in the Li-B-P-S system, and higher stability against lithium metal as compared to Li10GeP2S12. These solid electrolytes also show better electrochemical characteristics in all solid-state batteries. Lithium-ion batteries are nowadays a mature technology for energy storage.']",0
